Timestamp,Adam Joseph Lewis Center - Gross Electricity Consumption (kWh),Kohl Building - Total Electricity Use (kWh),Science Center - Electricity Use (kWh),Asia House - Residential Electricity Use (kWh),East - Electricity Use (kWh),Kahn - Total Electricity Use (kWh),Noah - Electricity Use (kWh),North - Electricity Use (kWh),Fairchild - Residential Electricity Use (kWh),Harvey - Electricity Use (kWh),Talcott - Residential Electricity Use (kWh),Lord-Saunders Electricity use (kWh)
2015-07-01,1.4001692708333333,,,0.5731381249999999,5.5781768750000005,8.826302083333335,1.2906249999999995,5.79604177083333,0.9541145833333337,1.1477629166666667,0.2756444791666667,2.9911979166666653
2015-07-02,1.4732812499999997,,,0.5685678125,5.382343750000003,8.883072604166665,1.4060416666666666,5.7420833333333325,0.7547786458333333,1.2010285416666668,0.27147124999999994,3.1530729166666673
2015-07-03,1.3975911458333332,,,0.5944206250000003,5.245312500000002,8.417967291666665,1.5504167708333332,5.724270833333333,0.48123697916666647,1.1670494791666666,0.262018125,3.3182551041666666
2015-07-04,1.3438151041666657,,,0.6005929166666666,5.224687499999999,8.532551875000003,1.5031249999999998,5.767083333333332,0.29639322916666666,1.2813645833333334,0.2569925,3.2313802083333325
2015-07-05,1.299895833333334,,,0.784830729166667,5.217916770833335,7.338802083333331,1.5089583333333338,5.600729062499997,0.36421874999999987,1.1767291666666668,0.23675781249999997,3.238932291666666
2015-07-06,1.4542187500000006,,,0.8525750000000003,5.297031145833333,7.6940104166666705,1.318958333333333,5.5310415625,0.41087239583333335,1.0308776041666667,0.31230479166666664,2.8216145833333326
2015-07-07,1.5233333333333334,,,0.9186100000000003,5.427239583333333,7.270572708333334,1.2539583333333337,5.569218229166665,0.36613281250000007,0.9606223958333339,0.3657551041666666,2.5834895833333333
2015-07-08,1.565989583333333,,,0.8420963541666664,5.6250001041666655,6.298177083333333,1.4270833333333324,5.451927083333334,0.3347005208333334,1.0221640624999997,0.3638019791666667,3.2373437499999995
2015-07-09,1.6174739583333342,,,1.1523645833333336,5.40109375,6.3249997916666665,1.3335416666666668,5.509791666666665,0.31929687500000004,0.9023437499999997,0.29930989583333334,2.8458854166666665
2015-07-10,2.4151171875000004,,,0.9446484374999998,5.341458333333333,6.088802083333332,1.3675001041666663,5.476093854166667,0.2008984375,1.0764869791666662,0.4217708333333334,2.7877864583333345
2015-07-11,1.9220572916666672,,,0.7970442708333333,5.347760312499999,6.307812499999998,1.755520833333333,5.4584399999999995,0.3029036458333334,1.0866406249999998,0.4152081250000001,3.2369270833333332
2015-07-12,1.6918619791666663,,,0.9111849999999998,5.293124999999999,8.635937604166665,1.3419791666666667,5.656718749999999,0.30752604166666664,1.0102604166666669,0.32100260416666665,2.994322916666668
2015-07-13,1.751666666666667,,,1.3656510416666663,5.386770625000003,9.781770833333331,1.3325001041666669,5.912187500000001,0.31089843749999985,0.9156510416666667,0.3597657291666667,2.4777864583333327
2015-07-14,2.764322916666666,,,1.1336005208333337,5.318124999999999,10.774479166666671,1.4252083333333332,6.0238544791666655,0.34003906250000004,0.8713541666666668,0.2636459375000001,2.688567708333333
