Facility,Adam Joseph Lewis Center,Asia House,East,Fairchild,Harvey,Kahn,Kohl Building,Lord,Noah,North,Saunders,Science Center,Talcott
Meter name,Gross Electricity Consumption,Residential Electricity Use,Electricity Use,Residential Electricity Use,Electricity Use,Total Electricity Use,Total Electricity Use,Electricity Use,Electricity Use,Electricity Use,Electricity Use,Electricity Use,Residential Electricity Use
Meter id,oberlin_ajlc_siteegross,oberlin_asia_res_tot_e,oberlin_east_main_e,oberlin_fairchild_res_tot_e,oberlin_harvey_e,oberlin_kahn_main_e,oberlin_kohlbuilding_electricity_wholebuilding_totalelectricityuse,oberlin_lord_e,oberlin_noah_main_e,oberlin_north_main_e,oberlin_saunders_e,oberlin_sciencecenter_total_e,oberlin_talcott_res_tot_e

Timestamp,Adam Joseph Lewis Center - Gross Electricity Consumption (kWh),Asia House - Residential Electricity Use (kWh),East - Electricity Use (kWh),Fairchild - Residential Electricity Use (kWh),Harvey - Electricity Use (kWh),Kahn - Total Electricity Use (kWh),Kohl Building - Total Electricity Use (kWh),Lord - Electricity Use (kWh),Noah - Electricity Use (kWh),North - Electricity Use (kWh),Saunders - Electricity Use (kWh),Science Center - Electricity Use (kWh),Talcott - Residential Electricity Use (kWh)
2023-01-08 13:45,2.415,1.85625,7.3,2.68125,1.12175,11.3,,1.69,1.91,,0.7275,86.0,0.87
2023-01-08 14:00,3.7175,1.86375,9.31,2.53125,1.02375,10.0,,1.4725,1.73,,0.9875,88.0,0.78625
2023-01-08 14:15,3.93375,1.7775,9.18,1.8125,1.07275,9.675,,1.405,1.73,,0.98,88.0,0.8175
2023-01-08 14:30,4.01875,2.03375,8.315,1.265,1.07975,11.0,,1.0525,1.68,,0.9325,84.0,0.8825
2023-01-08 14:45,2.945,2.27375,7.315,0.98125,1.0185,9.85,,1.08,1.74,,1.425,88.0,0.995
2023-01-08 15:00,3.415,2.0,6.035,0.735,0.973,10.5,,1.0825,1.61,,1.6025,82.0,0.90875
2023-01-08 15:15,4.05625,1.875,6.65,0.95,1.05525,9.55,,1.405,1.62,,1.47,84.0,0.85875
2023-01-08 15:30,4.28625,1.7925,6.465,1.15,1.0465,8.875,,1.405,1.53,,1.3775,84.0,0.87
2023-01-08 15:45,4.03625,1.895,7.385,1.29375,1.0675,9.375,,1.2775,1.67,,1.27,84.0,0.91375
2023-01-08 16:00,3.5325,1.81125,7.545,1.75375,1.092,10.25,,1.64,1.92,,1.425,82.0,0.9625
2023-01-08 16:15,4.17625,1.88125,7.39,1.6575,1.05,10.625,,1.41,1.87,,1.43,82.0,0.86
2023-01-08 16:30,5.26625,1.8025,6.92,1.22375,1.0465,13.1,,1.4775,1.69,,1.4325,84.0,0.87
2023-01-08 16:45,5.52,1.92125,5.565,1.04125,1.0325,13.025,,1.675,1.58,,1.4,86.0,0.815
2023-01-08 17:00,6.255,1.9925,5.48,0.85625,1.00625,12.55,,1.26,1.63,,2.0025,86.0,1.09
2023-01-08 17:15,6.26,2.0175,5.23,0.91875,1.05875,11.325,,1.2475,1.82,,1.685,86.0,0.99875
2023-01-08 17:30,5.13,2.24875,5.27,1.82375,1.9075,10.95,,1.68,1.97,,1.515,86.0,0.97625
2023-01-08 17:45,4.62375,2.13875,5.38,1.74625,1.729,10.925,,1.705,2.18,,1.2425,86.0,1.07625
2023-01-08 18:00,5.1175,2.3075,5.34,1.33625,1.5715,10.8,,1.545,2.23,,1.525,84.0,1.0425
2023-01-08 18:15,4.93,2.30875,5.58,1.3225,2.555,11.275,,1.535,2.19,,1.635,88.0,0.9875
2023-01-08 18:30,5.35125,2.45125,6.26,0.78375,2.954,11.225,,1.3125,2.17,,1.595,84.0,1.40875
2023-01-08 18:45,5.0125,2.305,6.165,1.00125,2.76325,11.725,,1.235,2.23,,1.71,84.0,0.975
2023-01-08 19:00,4.82125,2.28,6.085,0.8675,2.1385,11.875,,1.1275,2.3,,1.3125,86.0,0.91375
2023-01-08 19:15,4.71375,2.11,5.785,0.7575,1.59425,11.475,,1.1975,2.16,,1.0525,84.0,0.9975
2023-01-08 19:30,4.79,2.1,5.415,0.72625,1.078,11.15,,1.5975,2.1,,0.9375,86.0,1.0775
2023-01-08 19:45,5.22875,2.23125,6.01,0.91375,1.15675,11.375,,1.445,2.07,,0.99,86.0,1.12625
2023-01-08 20:00,5.2,2.10375,6.145,0.805,1.16375,10.8,,1.5825,1.98,,1.405,84.0,1.18625
2023-01-08 20:15,4.9725,2.02875,6.57,1.03375,1.0885,11.225,,1.3725,2.18,,1.45,86.0,1.2725
2023-01-08 20:30,5.0875,2.0525,7.34,1.28375,1.078,11.5,,1.06,2.15,,1.4125,86.0,1.20625
2023-01-08 20:45,5.36625,2.10625,7.525,1.2375,1.19875,11.075,,1.64,2.22,,1.3325,84.0,1.1425
2023-01-08 21:00,5.3225,2.23625,8.06,0.8975,1.253,11.075,,1.6,2.07,,0.9575,82.0,1.0875
2023-01-08 21:15,5.0275,2.0875,8.81,0.88125,1.17075,10.65,,1.395,1.91,,0.9475,84.0,1.34125
2023-01-08 21:30,4.9975,2.17,8.35,1.145,1.14625,11.25,,1.2625,2.03,,0.9425,84.0,1.22625
2023-01-08 21:45,5.165,2.10875,8.415,0.8875,1.20225,10.325,,1.0475,2.05,,0.87,82.0,1.14125
2023-01-08 22:00,6.3325,2.13,8.255,0.8725,1.17775,10.975,,1.065,2.1,,0.86,84.0,1.18125
2023-01-08 22:15,6.51375,2.14125,7.815,0.795,1.23025,11.2,,0.8875,2.1,,0.865,84.0,1.225
2023-01-08 22:30,6.25375,2.075,8.785,1.02125,1.16375,10.775,,0.885,1.98,,0.85,86.0,1.105
2023-01-08 22:45,6.56375,2.1425,8.53,1.10125,1.1375,10.925,,0.9525,2.07,,0.87,84.0,0.9775
2023-01-08 23:00,6.46125,2.25625,8.43,0.88625,1.092,11.9,,0.86,1.9,,0.8125,80.0,1.09
2023-01-08 23:15,5.63,2.2275,7.255,0.91125,1.1235,11.15,,0.85,1.96,,0.8225,82.0,1.18375
2023-01-08 23:30,5.34,1.95875,5.87,1.30875,1.13225,11.875,,0.865,1.87,,0.9775,82.0,1.16125
2023-01-08 23:45,5.2125,2.18875,5.795,1.115,1.12175,11.05,,1.04,2.06,,0.89,80.0,1.03625
2023-01-09 00:00,5.1825,2.06875,5.48,1.37375,1.12175,10.7,,1.06,2.12,,0.845,82.0,1.05375
2023-01-09 00:15,4.84125,1.99625,5.62,3.055,1.015,10.7,,1.0875,2.17,,0.8025,80.0,1.0225
2023-01-09 00:30,5.00375,2.00875,5.415,2.255,1.0465,10.775,,1.27,2.16,,0.8575,82.0,0.9725
2023-01-09 00:45,4.92625,1.90625,5.285,1.96,1.015,11.15,,1.365,2.12,,0.8575,80.0,0.89625
2023-01-09 01:00,4.63375,2.04875,5.08,1.67125,0.97125,10.475,,1.25,2.2,,0.865,80.0,0.93375
2023-01-09 01:15,4.69625,2.01625,5.13,0.82,0.99925,10.35,,1.165,2.41,,0.795,84.0,0.9825
2023-01-09 01:30,5.03375,1.7725,4.825,0.90375,1.03775,10.2,,1.2375,2.4,,0.75,82.0,1.0025
2023-01-09 01:45,4.7475,1.74125,4.77,1.0425,1.04825,9.675,,1.29,2.19,,0.67,82.0,0.93125
2023-01-09 02:00,5.42375,1.74,4.675,0.90375,1.01675,9.6,,1.355,2.22,,0.65,80.0,0.94
2023-01-09 02:15,5.07875,1.84,4.535,0.83625,0.98175,10.4,,1.2175,2.14,,0.63,82.0,0.83125
2023-01-09 02:30,4.93125,1.7925,4.57,0.70625,1.022,9.55,,1.16,2.13,,0.6275,82.0,0.93125
2023-01-09 02:45,5.0275,1.84,4.51,0.64625,1.0115,9.875,,1.1775,2.16,,0.7575,80.0,0.94875
2023-01-09 03:00,5.095,1.6775,4.335,0.59375,0.99925,9.15,,1.1475,2.18,,0.7125,80.0,0.83375
2023-01-09 03:15,5.2725,1.75375,4.475,0.63625,0.973,9.2,,1.045,2.27,,0.6225,82.0,0.87875
2023-01-09 03:30,5.8125,1.63,4.455,0.8375,0.98175,9.6,,0.9425,2.2,,0.61,82.0,0.97125
2023-01-09 03:45,5.86875,1.64125,4.385,0.76375,0.9555,9.1,,0.955,2.25,,0.6325,80.0,0.8475
2023-01-09 04:00,6.35625,1.725,4.62,0.65625,0.99575,9.7,,1.0325,2.16,,0.65,80.0,0.94125
2023-01-09 04:15,6.27875,1.53,4.355,0.65125,0.9765,9.3,,0.965,2.08,,0.6625,84.0,0.85
2023-01-09 04:30,6.34625,1.70625,4.415,0.655,0.93625,9.475,,1.05,2.1,,0.61,82.0,0.87875
2023-01-09 04:45,5.94375,1.59125,4.38,0.635,0.931,9.85,,1.03,2.03,,0.6025,82.0,0.915
2023-01-09 05:00,4.98375,1.51625,4.425,0.73,0.9835,9.825,,1.0125,2.07,,0.5725,80.0,0.88
2023-01-09 05:15,5.08,1.615,4.675,0.755,0.96425,10.025,,0.9875,2.03,,0.6275,82.0,0.8475
2023-01-09 05:30,5.1325,1.5075,4.42,0.65375,1.02725,9.625,,1.0225,2.01,,0.6075,82.0,0.94
2023-01-09 05:45,5.2875,1.67625,4.335,0.695,0.94325,9.325,,0.955,2.03,,0.575,82.0,0.87125
2023-01-09 06:00,4.85875,1.55625,4.28,0.60875,0.9205,9.475,,0.9225,2.06,,0.635,84.0,0.84875
2023-01-09 06:15,4.475,1.60625,4.425,0.64,0.931,9.05,,1.065,1.78,,0.6675,86.0,0.93875
2023-01-09 06:30,4.935,1.6325,4.515,0.77375,0.959,9.2,,0.955,1.79,,0.5975,86.0,0.84375
2023-01-09 06:45,4.73375,1.59,4.355,0.76625,0.95375,9.75,,1.0225,1.72,,0.625,84.0,0.915
2023-01-09 07:00,4.91625,1.60125,4.37,0.6525,1.022,9.6,,1.1225,1.71,,0.66,88.0,0.95
2023-01-09 07:15,5.01625,1.6075,4.37,0.71125,1.106,9.825,,1.0725,1.7,,0.64,90.0,0.855
2023-01-09 07:30,4.44875,1.8025,4.33,0.6775,1.057,9.55,,1.14,1.71,,0.6075,88.0,0.905
2023-01-09 07:45,4.56125,1.80125,4.55,0.7825,1.07975,11.325,,1.0125,1.6,,0.625,90.0,0.8725
2023-01-09 08:00,4.7325,1.845,4.435,1.11375,1.12875,10.225,,1.095,1.5,,0.675,90.0,0.9175
2023-01-09 08:15,4.805,1.915,4.775,0.9325,1.05175,9.7,,1.11,1.52,,0.73,88.0,0.98
2023-01-09 08:30,4.9225,1.89875,5.89,0.7875,1.12,10.925,,1.1825,1.67,,0.785,94.0,0.9825
2023-01-09 08:45,4.5725,1.8675,5.955,0.83125,1.043,10.4,,1.1575,1.8,,0.635,90.0,0.8075
2023-01-09 09:00,5.98,1.8275,5.765,0.78125,0.99575,10.9,,1.125,1.69,,0.6825,94.0,0.8575
2023-01-09 09:15,6.0725,1.93875,5.69,0.86875,0.95725,11.825,,1.13,1.84,,0.68,98.0,0.915
2023-01-09 09:30,5.90375,1.93875,5.255,1.09875,0.966,12.175,,1.2075,1.69,,0.7175,106.0,0.7675
2023-01-09 09:45,6.27375,2.065,4.915,0.74625,0.95725,11.575,,1.5925,1.62,,0.725,104.0,0.7575
2023-01-09 10:00,5.96,1.8725,5.385,0.8125,0.9485,10.7,,1.4225,1.68,,0.8375,102.0,0.7225
2023-01-09 10:15,5.33375,1.93,5.255,0.8975,1.04125,10.85,,1.61,1.69,,0.8975,102.0,0.7975
2023-01-09 10:30,4.71625,1.9475,5.865,0.76,0.931,9.825,,1.63,1.98,,1.2875,102.0,0.80875
2023-01-09 10:45,5.70875,1.87125,6.755,0.895,0.92225,9.475,,1.5525,1.92,,2.2125,102.0,0.77875
2023-01-09 11:00,4.82,1.9025,7.125,0.89625,0.9835,9.3,,1.2175,1.89,,2.0175,104.0,0.84125
2023-01-09 11:15,5.21125,1.80875,6.72,0.7225,0.959,9.325,,1.2525,1.85,,1.8925,102.0,0.75
2023-01-09 11:30,5.0025,1.7725,6.05,0.81,0.95725,9.6,,1.1025,1.79,,1.6575,104.0,0.91375
2023-01-09 11:45,5.6075,1.98,5.13,1.02375,0.94675,9.125,,1.245,1.8,,0.8475,100.0,0.65625
2023-01-09 12:00,4.925,1.9475,5.195,1.0125,0.9555,9.95,,1.2375,1.82,,0.9225,98.0,0.89375
2023-01-09 12:15,4.88625,1.99375,5.28,1.78625,1.0325,9.85,,1.22,1.75,,0.81,98.0,0.84875
2023-01-09 12:30,4.655,1.835,5.095,2.80625,1.155,8.85,,1.4325,1.78,,0.8975,98.0,0.7225
2023-01-09 12:45,4.85125,1.89125,5.05,2.72,1.25125,8.975,,1.3675,1.96,,0.8725,102.0,0.77625
2023-01-09 13:00,5.20625,1.95375,4.78,2.2425,1.10775,8.9,,2.245,1.87,,0.87,102.0,0.7275
2023-01-09 13:15,4.955,1.80875,5.06,1.4025,1.04125,9.325,,1.955,1.94,,0.845,100.0,0.825
2023-01-09 13:30,4.36625,1.875,5.08,0.75125,1.03075,8.925,,1.915,1.93,,1.3375,104.0,0.73125
2023-01-09 13:45,4.5275,1.85125,5.76,1.60875,1.13225,9.475,,1.7025,1.95,,1.2025,100.0,0.78125
2023-01-09 14:00,4.55875,1.78875,6.51,1.5375,1.1445,9.9,,1.1175,1.91,,1.11,100.0,0.74375
2023-01-09 14:15,5.21375,1.92875,6.495,1.32125,1.141,9.85,,1.07,1.8,,1.19,102.0,0.81
2023-01-09 14:30,4.70875,1.9,6.19,1.30375,1.11125,10.9,,1.305,1.8,,0.985,102.0,0.815
2023-01-09 14:45,3.21,1.99,5.37,0.8775,1.1095,10.725,,1.3575,1.78,,1.1175,98.0,0.7575
2023-01-09 15:00,4.7525,1.7875,5.06,2.435,1.52075,11.45,,1.41,1.82,,1.01,102.0,0.74375
2023-01-09 15:15,6.37625,1.985,4.945,2.47375,2.1735,13.2,,1.3925,1.67,,0.79,98.0,0.7375
2023-01-09 15:30,5.89625,1.92125,4.835,2.06875,1.8445,11.25,,1.465,1.52,,0.735,98.0,0.75875
2023-01-09 15:45,5.08125,2.04875,5.7,1.76125,1.5015,10.75,,1.405,1.78,,0.74,100.0,0.865
2023-01-09 16:00,4.815,2.0175,5.7,1.075,1.2565,11.575,,1.35,1.74,,0.715,98.0,1.28
2023-01-09 16:15,3.94,1.88,5.47,1.36375,1.148,11.375,,1.42,1.62,,0.7725,98.0,0.9275
2023-01-09 16:30,4.03,2.46875,5.49,2.66125,2.20325,11.125,,1.3625,1.08,,0.8225,94.0,1.00375
2023-01-09 16:45,2.195,0.98625,1.575,1.345,0.1575,3.475,,0.4025,,,0.3175,32.0,0.3675
