Facility,Adam Joseph Lewis Center,Asia House,East,Fairchild,Harvey,Kahn,Kohl Building,Lord,Noah,North,Saunders,Science Center,Talcott
Meter name,Gross Electricity Consumption,Residential Electricity Use,Electricity Use,Residential Electricity Use,Electricity Use,Total Electricity Use,Total Electricity Use,Electricity Use,Electricity Use,Electricity Use,Electricity Use,Electricity Use,Residential Electricity Use
Meter id,oberlin_ajlc_siteegross,oberlin_asia_res_tot_e,oberlin_east_main_e,oberlin_fairchild_res_tot_e,oberlin_harvey_e,oberlin_kahn_main_e,oberlin_kohlbuilding_electricity_wholebuilding_totalelectricityuse,oberlin_lord_e,oberlin_noah_main_e,oberlin_north_main_e,oberlin_saunders_e,oberlin_sciencecenter_total_e,oberlin_talcott_res_tot_e

Timestamp,Adam Joseph Lewis Center - Gross Electricity Consumption (kWh),Asia House - Residential Electricity Use (kWh),East - Electricity Use (kWh),Fairchild - Residential Electricity Use (kWh),Harvey - Electricity Use (kWh),Kahn - Total Electricity Use (kWh),Kohl Building - Total Electricity Use (kWh),Lord - Electricity Use (kWh),Noah - Electricity Use (kWh),North - Electricity Use (kWh),Saunders - Electricity Use (kWh),Science Center - Electricity Use (kWh),Talcott - Residential Electricity Use (kWh)
2022-12-28 05:30,5.41625,1.1975,4.125,0.48,0.4795,9.475,,0.7775,1.72,,0.6575,92.0,0.775
2022-12-28 05:45,5.6925,1.1925,4.115,0.8525,0.4865,9.825,,0.82,1.72,,0.64,96.0,0.6925
2022-12-28 06:00,5.32625,1.1875,4.09,0.56875,0.504,9.4,,0.8325,1.75,,0.64,94.0,0.75375
2022-12-28 06:15,4.87,1.125,4.08,0.5,0.47075,9.425,,0.7925,1.78,,0.6375,94.0,0.8275
2022-12-28 06:30,5.34875,1.16125,4.185,0.555,0.448,9.725,,0.8225,1.75,,0.62,94.0,0.76375
2022-12-28 06:45,4.93,1.2075,4.6,0.57125,0.47075,9.5,,0.82,1.73,,0.6,96.0,0.78375
2022-12-28 07:00,5.115,1.14625,4.685,0.665,0.532,9.8,,0.785,1.74,,0.63,98.0,0.76
2022-12-28 07:15,4.96125,1.26875,4.53,0.6675,0.4865,9.5,,0.9125,1.78,,0.645,98.0,0.81
2022-12-28 07:30,5.33375,1.24625,4.465,0.505,0.49525,9.15,,1.0025,1.79,,0.6175,98.0,0.8025
2022-12-28 07:45,5.0425,1.385,4.29,0.635,0.504,9.275,,0.98,1.65,,0.675,96.0,0.8575
2022-12-28 08:00,4.89625,1.365,4.25,0.51,0.48825,8.95,,0.935,1.58,,0.6725,96.0,0.8475
2022-12-28 08:15,4.2825,1.33375,4.155,0.53,0.462,9.225,,0.8175,1.53,,0.64,96.0,0.79125
2022-12-28 08:30,4.3475,1.3025,4.145,0.8425,0.46375,9.2,,0.895,1.57,,0.645,98.0,0.8725
2022-12-28 08:45,4.6325,1.26875,4.2,0.67125,0.469,8.9,,0.855,1.57,,0.655,94.0,0.80375
2022-12-28 09:00,4.34875,1.34375,4.21,0.43375,0.46375,9.25,,0.8425,1.56,,0.585,96.0,0.8475
2022-12-28 09:15,4.09875,1.17625,4.075,0.4975,0.47075,8.8,,0.94,1.53,,0.645,98.0,0.8175
2022-12-28 09:30,4.7425,1.3175,4.165,0.6075,0.4795,8.975,,0.86,1.63,,0.6125,98.0,0.865
2022-12-28 09:45,4.90875,1.28375,4.03,0.46375,0.44625,8.875,,0.825,1.57,,0.655,98.0,0.81625
2022-12-28 10:00,4.24375,1.3675,4.155,0.52875,0.45675,7.925,,1.02,1.52,,0.615,98.0,0.84625
2022-12-28 10:15,4.22,1.29625,4.25,0.52125,0.5075,8.25,,1.03,1.56,,0.66,96.0,0.8675
2022-12-28 10:30,4.05375,1.29,4.305,0.49875,0.476,7.225,,1.06,1.52,,0.655,98.0,0.825
2022-12-28 10:45,3.99,1.4,4.235,0.4425,0.46375,7.05,,1.0775,1.54,,0.6225,98.0,0.81125
2022-12-28 11:00,3.98375,1.17,4.14,0.5,0.46725,6.95,,0.905,1.7,,0.6625,100.0,0.7625
2022-12-28 11:15,4.23875,1.23875,4.105,0.53,0.448,6.425,,0.8275,1.56,,0.625,96.0,0.85375
2022-12-28 11:30,3.99125,1.2,4.17,0.45625,0.47425,6.3,,0.7875,1.51,,0.6525,98.0,0.81875
2022-12-28 11:45,4.0825,1.39125,4.22,0.37875,0.504,6.1,,0.78,1.55,,0.63,100.0,0.85875
2022-12-28 12:00,4.10875,1.35875,4.115,0.45375,0.51975,6.325,,0.7875,1.51,,0.5825,98.0,0.79
2022-12-28 12:15,4.03875,1.32625,4.18,0.4425,0.44975,6.45,,0.8175,1.5,,0.6225,100.0,0.87
2022-12-28 12:30,4.00125,1.34125,4.115,0.5225,0.46025,7.15,,0.9125,1.62,,0.6325,100.0,0.84375
2022-12-28 12:45,3.81625,1.30375,4.155,0.49875,0.47425,6.55,,0.81,1.61,,0.6025,100.0,0.75375
2022-12-28 13:00,3.83125,1.34,4.185,0.5475,0.48125,7.075,,0.7625,1.58,,0.6325,100.0,0.7625
2022-12-28 13:15,4.26625,1.2225,4.275,0.5925,0.4865,7.4,,0.7975,1.54,,0.68,98.0,0.81875
2022-12-28 13:30,3.86875,1.2775,4.025,0.475,0.4865,7.325,,0.7875,1.49,,0.655,102.0,0.89
2022-12-28 13:45,3.79,1.30375,3.96,0.43875,0.4445,7.4,,0.76,1.54,,0.61,98.0,0.85375
2022-12-28 14:00,4.14,1.33,4.1,0.45875,0.448,7.35,,0.7775,1.51,,0.5925,100.0,0.78125
2022-12-28 14:15,3.92625,1.2325,4.05,0.59,0.49875,8.0,,0.705,1.56,,0.61,98.0,0.73125
2022-12-28 14:30,3.95375,1.205,4.18,0.35875,0.476,7.975,,0.6875,1.57,,0.5875,100.0,0.74625
2022-12-28 14:45,3.83875,1.2775,4.0,0.4525,0.476,8.05,,0.67,1.54,,0.64,98.0,0.77625
2022-12-28 15:00,3.81875,1.2075,3.95,0.4775,0.469,7.925,,0.7275,1.53,,0.5875,98.0,0.74
2022-12-28 15:15,4.07875,1.275,3.92,0.5575,0.455,8.05,,0.69,1.54,,0.645,98.0,0.7125
2022-12-28 15:30,3.79625,1.22875,3.915,0.465,0.4725,6.9,,0.685,1.51,,0.62,98.0,0.7675
2022-12-28 15:45,3.72,1.30125,4.16,0.4975,0.4795,7.575,,0.6975,1.49,,0.61,100.0,0.74625
2022-12-28 16:00,3.8975,1.27125,4.105,0.4175,0.462,7.175,,0.735,1.46,,0.61,96.0,0.75125
2022-12-28 16:15,3.87,1.23625,3.875,0.3575,0.47075,7.575,,0.7675,1.56,,0.625,96.0,0.69
2022-12-28 16:30,4.10375,1.30875,3.885,0.51,0.4655,7.975,,0.765,1.5,,0.6175,96.0,0.71125
2022-12-28 16:45,3.98375,1.2425,3.995,0.4475,0.49525,8.775,,0.7825,1.54,,0.595,96.0,0.73625
2022-12-28 17:00,4.565,1.3075,3.815,0.4875,0.49525,8.55,,0.7825,1.59,,0.59,96.0,0.7725
2022-12-28 17:15,4.67125,1.265,3.955,0.485,0.455,8.4,,0.75,1.77,,0.6275,98.0,0.75875
2022-12-28 17:30,4.665,1.2575,4.265,0.435,0.476,9.15,,0.7575,1.83,,0.6025,98.0,0.73
2022-12-28 17:45,4.70375,1.27875,4.14,0.545,0.50575,8.55,,0.7725,1.81,,0.6275,98.0,0.7775
2022-12-28 18:00,5.06375,1.2325,3.945,0.38375,0.497,8.5,,0.785,1.77,,0.635,98.0,0.72
2022-12-28 18:15,5.295,1.1975,3.945,0.40375,0.5075,9.225,,0.805,1.85,,0.6275,100.0,0.75
2022-12-28 18:30,5.61125,1.15375,4.055,0.4725,0.469,8.875,,0.7725,1.82,,0.6175,100.0,0.7375
2022-12-28 18:45,5.0925,1.32,3.975,0.51375,0.4585,8.725,,0.7825,1.77,,0.5825,96.0,0.745
2022-12-28 19:00,5.50375,1.21,3.92,0.38625,0.5005,9.1,,0.7675,1.79,,0.6025,96.0,0.75625
2022-12-28 19:15,5.22,1.23875,3.995,0.4425,0.49875,8.825,,0.765,1.88,,0.6125,96.0,0.80125
2022-12-28 19:30,5.98125,1.26875,3.99,0.56375,0.50225,9.175,,0.79,1.75,,0.5875,96.0,0.78125
2022-12-28 19:45,5.51,1.205,3.965,0.4575,0.49175,8.775,,0.76,1.74,,0.645,96.0,0.69875
2022-12-28 20:00,5.255,1.225,4.14,0.4675,0.47075,8.95,,0.8025,1.72,,0.63,98.0,0.73
2022-12-28 20:15,5.52875,1.17375,3.94,0.495,0.469,8.775,,0.795,1.72,,0.6425,98.0,0.76125
2022-12-28 20:30,5.31,1.3725,3.99,0.415,0.49,8.925,,0.785,1.8,,0.6225,100.0,0.7775
2022-12-28 20:45,5.4,1.28875,3.94,0.40625,0.52325,8.825,,0.7675,1.82,,0.57,94.0,0.74125
2022-12-28 21:00,5.13125,1.29375,4.025,0.45,0.49875,8.875,,0.7975,1.76,,0.61,98.0,0.76625
2022-12-28 21:15,5.1975,1.19875,3.975,0.50375,0.50575,8.925,,0.8175,1.76,,0.6175,96.0,0.79375
2022-12-28 21:30,4.78,1.17375,3.95,0.42875,0.49175,8.975,,0.78,1.77,,0.6225,98.0,0.7625
2022-12-28 21:45,5.02625,1.3025,3.97,0.445,0.48825,8.975,,0.765,1.79,,0.5675,94.0,0.715
2022-12-28 22:00,5.47625,1.285,3.985,0.45625,0.47075,8.85,,0.7625,1.82,,0.6525,96.0,0.74375
2022-12-28 22:15,5.72,1.3075,4.265,0.42125,0.49525,8.8,,0.775,1.8,,0.645,98.0,0.78625
2022-12-28 22:30,4.9675,1.15625,4.205,0.38125,0.4865,9.025,,0.7725,1.78,,0.61,96.0,0.77875
2022-12-28 22:45,4.9975,1.20375,3.895,0.48625,0.4935,8.825,,0.7675,1.85,,0.64,98.0,0.73
2022-12-28 23:00,4.78125,1.24,4.08,0.4725,0.50575,9.025,,0.7625,1.82,,0.6025,98.0,0.74875
2022-12-28 23:15,4.71375,1.21125,4.255,0.3975,0.46025,9.0,,0.795,1.76,,0.6125,98.0,0.72625
2022-12-28 23:30,4.6,1.3325,4.035,0.37,0.47425,8.925,,0.8325,1.74,,0.5975,96.0,0.7775
2022-12-28 23:45,4.8325,1.265,3.995,0.4675,0.497,8.975,,0.785,1.69,,0.5925,98.0,0.72
2022-12-29 00:00,4.79875,1.21625,3.98,0.55,0.4935,8.875,,0.7675,1.68,,0.63,96.0,0.75
2022-12-29 00:15,5.17125,1.1175,3.825,0.45625,0.511,9.125,,0.8475,1.65,,0.7075,94.0,0.72625
2022-12-29 00:30,5.435,1.26375,3.915,0.3975,0.50925,8.8,,0.7625,1.7,,0.685,96.0,0.7975
2022-12-29 00:45,4.68875,1.2075,3.955,0.445,0.46375,9.05,,0.7875,1.71,,0.6025,94.0,0.7425
2022-12-29 01:00,4.56,1.115,3.995,0.38625,0.4655,9.875,,0.7575,1.66,,0.6425,94.0,0.6875
2022-12-29 01:15,5.22,1.2075,4.025,0.43375,0.5075,8.925,,0.7825,1.66,,0.63,94.0,0.77125
2022-12-29 01:30,4.91875,1.12125,4.035,0.50125,0.5285,8.7,,0.805,1.66,,0.5875,94.0,0.795
2022-12-29 01:45,4.595,1.2725,4.015,0.4125,0.4865,9.45,,0.7925,1.67,,0.59,94.0,0.77375
2022-12-29 02:00,4.9775,1.30375,3.935,0.42,0.46375,8.7,,0.79,1.7,,0.62,98.0,0.71375
2022-12-29 02:15,4.5925,1.22625,3.98,0.44125,0.47425,8.775,,0.7725,1.7,,0.615,94.0,0.75875
2022-12-29 02:30,4.6525,1.1525,3.97,0.5175,0.483,9.2,,0.795,1.7,,0.6575,94.0,0.73875
2022-12-29 02:45,5.2075,1.26875,3.95,0.42875,0.5005,8.9,,0.8025,1.72,,0.6375,96.0,0.76875
2022-12-29 03:00,4.8875,1.175,4.06,0.4175,0.504,9.05,,0.765,1.71,,0.6175,92.0,0.7025
2022-12-29 03:15,4.8575,1.2475,3.985,0.42625,0.476,9.15,,0.7725,1.71,,0.65,96.0,0.6875
2022-12-29 03:30,5.21375,1.19,4.04,0.4225,0.455,8.625,,0.7525,1.71,,0.56,92.0,0.77375
2022-12-29 03:45,4.36625,1.11875,3.96,0.40375,0.483,8.7,,0.8075,1.75,,0.605,96.0,0.78125
2022-12-29 04:00,4.63625,1.1975,3.905,0.5475,0.504,8.925,,0.8025,1.77,,0.61,94.0,0.77
2022-12-29 04:15,5.18,1.19125,3.905,0.50125,0.48475,8.625,,0.815,1.7,,0.6575,94.0,0.7225
2022-12-29 04:30,4.565,1.14375,3.905,0.395,0.49,8.75,,0.78,1.74,,0.6175,96.0,0.76375
2022-12-29 04:45,4.61,1.21875,3.96,0.4325,0.469,8.85,,0.7625,1.74,,0.61,96.0,0.7425
2022-12-29 05:00,4.9525,1.135,4.005,0.42375,0.469,8.675,,0.82,1.74,,0.6175,94.0,0.6975
2022-12-29 05:15,4.55,1.17375,3.94,0.46875,0.49525,8.75,,0.76,1.7,,0.5975,96.0,0.76375
2022-12-29 05:30,4.485,1.13375,3.995,0.5075,0.49875,8.95,,0.78,1.66,,0.5875,94.0,0.7125
2022-12-29 05:45,5.0025,1.0575,4.31,0.42875,0.46725,8.75,,0.7775,1.7,,0.615,94.0,0.76625
2022-12-29 06:00,5.14875,1.18375,3.985,0.39,0.49,8.625,,0.805,1.71,,0.62,94.0,0.7875
2022-12-29 06:15,4.7175,1.0975,3.975,0.41875,0.4795,8.725,,0.8,1.7,,0.6425,96.0,0.81125
2022-12-29 06:30,4.53875,1.1075,3.865,0.5125,0.476,8.625,,0.7275,1.68,,0.6,96.0,0.74
2022-12-29 06:45,4.91,1.22,3.975,0.47875,0.49175,8.7,,0.775,1.68,,0.6125,96.0,0.74875
2022-12-29 07:00,4.58375,1.12125,3.965,0.41875,0.49175,9.1,,0.78,1.67,,0.625,96.0,0.75875
2022-12-29 07:15,4.6275,1.1975,3.905,0.40875,0.5145,8.525,,0.785,1.71,,0.7175,98.0,0.74375
2022-12-29 07:30,4.20375,1.24875,3.99,0.4325,0.68425,8.775,,0.78,1.67,,0.695,100.0,0.8125
2022-12-29 07:45,4.33125,1.23125,3.995,0.41125,0.693,8.975,,0.7775,1.58,,0.7375,98.0,0.76375
2022-12-29 08:00,4.27625,1.27125,4.0,0.4725,0.5495,8.4,,0.81,1.51,,0.67,98.0,0.81125
2022-12-29 08:15,4.23375,1.22375,3.92,0.47875,0.65275,8.9,,0.8025,1.44,,0.7225,98.0,0.7975
2022-12-29 08:30,4.6025,1.29,3.975,0.44625,0.602,8.35,,0.7775,1.49,,0.7025,96.0,0.76625
2022-12-29 08:45,4.27,1.33625,3.945,0.41875,0.5565,8.55,,0.855,1.47,,0.755,92.0,0.6825
2022-12-29 09:00,4.13125,1.255,3.95,0.53375,0.48125,9.1,,0.7225,1.49,,0.745,96.0,0.7
2022-12-29 09:15,4.57625,1.2825,3.93,0.5,0.52675,8.575,,0.74,1.59,,0.6675,96.0,0.7925
2022-12-29 09:30,4.0325,1.17875,4.015,0.43375,0.57575,9.225,,0.685,1.47,,0.76,98.0,0.705
2022-12-29 09:45,4.05125,1.27625,3.875,0.4,0.693,9.8,,0.6875,1.54,,0.71,98.0,0.7525
2022-12-29 10:00,4.66375,1.475,3.985,0.44125,0.57225,8.45,,0.88,1.53,,0.6625,98.0,0.73375
2022-12-29 10:15,4.7375,1.2675,3.945,0.41625,0.5005,9.125,,1.015,1.48,,0.655,96.0,0.75125
2022-12-29 10:30,4.3675,1.325,3.96,0.4525,0.5425,8.775,,0.98,1.41,,0.73,98.0,0.73
2022-12-29 10:45,4.1125,1.305,3.92,0.51625,0.546,9.275,,0.885,1.45,,0.68,96.0,0.72875
2022-12-29 11:00,4.29375,1.2925,3.96,0.45375,0.48475,8.75,,0.815,1.45,,0.7525,98.0,0.7025
2022-12-29 11:15,4.0975,1.3875,3.93,0.425,0.48475,8.375,,0.7,1.42,,0.675,96.0,0.73125
2022-12-29 11:30,4.305,1.24125,4.0,0.425,0.50925,8.35,,0.68,1.42,,0.6125,98.0,0.77625
2022-12-29 11:45,1.97625,1.38375,4.13,0.4425,0.49,7.25,,0.67,1.43,,0.63,98.0,0.7075
2022-12-29 12:00,1.3425,1.28125,4.125,0.38,0.511,7.575,,0.66,1.43,,0.685,98.0,0.73375
2022-12-29 12:15,1.31,1.23125,4.275,0.4625,0.5215,7.55,,0.6975,1.42,,0.6675,98.0,0.72875
2022-12-29 12:30,1.47125,1.3475,4.23,0.51125,0.49175,8.575,,0.6775,1.41,,0.5875,98.0,0.73625
2022-12-29 12:45,1.8625,1.22125,4.26,0.4375,0.504,8.8,,0.6425,1.39,,0.61,96.0,0.70125
2022-12-29 13:00,1.2825,1.2025,4.01,0.455,0.469,8.65,,0.68,1.48,,0.64,100.0,0.715
2022-12-29 13:15,1.36375,1.245,4.09,0.4375,0.47425,8.475,,0.6725,1.54,,0.69,96.0,0.73875
2022-12-29 13:30,1.27375,1.27,4.11,0.375,0.49,8.575,,0.785,1.43,,0.77,100.0,0.715
2022-12-29 13:45,1.38625,1.3925,4.055,0.475,0.6825,8.4,,0.8525,1.45,,0.86,100.0,0.725
2022-12-29 14:00,1.31375,1.22,4.055,0.48625,0.6475,8.075,,0.87,1.47,,0.865,96.0,0.69375
2022-12-29 14:15,1.32,1.1825,4.265,0.385,0.48475,9.075,,0.9225,1.53,,1.1875,98.0,0.7175
2022-12-29 14:30,1.24625,1.195,4.15,0.4125,0.45675,9.225,,1.0025,1.46,,1.1725,100.0,0.72
2022-12-29 14:45,1.69875,1.26125,4.14,0.5175,0.511,9.225,,1.0375,1.42,,1.3325,98.0,0.7525
2022-12-29 15:00,1.33125,1.39125,4.31,0.38125,0.469,8.925,,1.0775,1.46,,1.235,96.0,0.765
2022-12-29 15:15,1.51,1.305,4.12,0.45875,0.4445,8.15,,1.13,1.46,,1.245,98.0,0.73375
2022-12-29 15:30,1.4625,1.33875,4.06,0.46375,0.476,8.2,,1.1775,1.4,,1.1625,114.0,0.8175
2022-12-29 15:45,1.52375,1.26875,4.205,0.37625,0.462,7.925,,1.2325,1.38,,1.16,138.0,0.75375
2022-12-29 16:00,1.27375,1.29125,4.055,0.425,0.49525,8.25,,1.245,1.4,,1.155,130.0,0.7625
2022-12-29 16:15,1.32625,1.2725,4.255,0.4525,0.49,8.0,,1.225,1.38,,1.19,132.0,0.7875
2022-12-29 16:30,1.385,1.20375,3.9,0.38125,0.448,8.475,,1.08,1.43,,0.9775,138.0,0.8025
2022-12-29 16:45,1.765,1.2775,4.035,0.48375,0.4585,8.775,,0.5425,1.39,,0.48,138.0,0.76625
2022-12-29 17:00,1.74375,1.25375,4.07,0.44625,0.48475,8.675,,0.53,1.4,,0.4875,136.0,0.7925
2022-12-29 17:15,1.9625,1.24125,4.03,0.415,0.49525,8.825,,0.52,1.58,,0.4775,142.0,0.775
2022-12-29 17:30,2.1575,1.3075,4.14,0.45,0.50575,8.275,,0.53,1.61,,0.4675,140.0,0.675
2022-12-29 17:45,2.18625,1.21875,4.06,0.46875,0.46725,8.6,,0.6,1.6,,0.445,138.0,0.7525
2022-12-29 18:00,2.1725,1.2725,4.15,0.45125,0.47425,8.65,,0.57,1.6,,0.48,132.0,0.78375
2022-12-29 18:15,2.02375,1.28375,3.99,0.5125,0.4655,8.45,,0.5925,1.62,,0.5075,130.0,0.765
2022-12-29 18:30,2.0,1.3075,4.03,0.46625,0.52325,8.3,,0.655,1.7,,0.4625,126.0,0.7775
2022-12-29 18:45,1.89625,1.24375,4.145,0.36625,0.53375,8.525,,0.665,1.66,,0.4625,126.0,0.765
2022-12-29 19:00,2.28875,1.185,4.055,0.46875,0.483,8.35,,0.6175,1.75,,0.5075,124.0,0.675
2022-12-29 19:15,1.83375,1.335,4.135,0.455,0.4725,8.725,,0.6125,1.77,,0.4825,126.0,0.75375
2022-12-29 19:30,1.965,1.31375,4.345,0.43125,0.48125,8.325,,0.64,1.71,,0.4875,124.0,0.80625
2022-12-29 19:45,2.09125,1.33,4.11,0.49125,0.469,8.175,,0.6175,1.69,,0.4625,124.0,0.69625
2022-12-29 20:00,2.27625,1.26125,4.09,0.42,0.4795,8.6,,0.635,1.69,,0.4575,122.0,0.7475
2022-12-29 20:15,2.225,1.2225,4.115,0.415,0.51625,8.475,,0.595,1.71,,0.4525,126.0,0.78125
2022-12-29 20:30,2.015,1.30875,4.075,0.44,0.476,8.075,,0.5775,1.66,,0.4475,122.0,0.69
2022-12-29 20:45,1.98125,1.18875,4.115,0.395,0.469,8.25,,0.6525,1.7,,0.4625,122.0,0.74875
2022-12-29 21:00,2.31125,1.2475,4.04,0.45125,0.47425,7.875,,0.615,1.7,,0.4925,122.0,0.7125
2022-12-29 21:15,1.87125,1.23,4.13,0.42125,0.5005,8.275,,0.62,1.62,,0.52,122.0,0.76625
2022-12-29 21:30,1.935,1.255,4.045,0.405,0.4865,7.85,,0.6075,1.64,,0.4775,120.0,0.7525
2022-12-29 21:45,1.97625,1.29375,4.07,0.43,0.462,7.9,,0.615,1.72,,0.4625,124.0,0.76875
2022-12-29 22:00,2.1,1.195,4.005,0.4125,0.4865,8.2,,0.6475,1.7,,0.4575,120.0,0.74
2022-12-29 22:15,2.00375,1.2875,3.91,0.385,0.48825,7.775,,0.6125,1.72,,0.43,122.0,0.80125
2022-12-29 22:30,2.08875,1.1975,3.995,0.445,0.49175,7.8,,0.6,1.63,,0.475,122.0,0.795
2022-12-29 22:45,2.0225,1.2275,4.13,0.41375,0.497,8.2,,0.5975,1.6,,0.485,120.0,0.8475
2022-12-29 23:00,1.98875,1.24875,4.065,0.5075,0.45675,8.275,,0.61,1.66,,0.5,122.0,0.81625
2022-12-29 23:15,1.95125,1.26375,3.945,0.4425,0.462,8.0,,0.61,1.6,,0.4775,122.0,0.81125
2022-12-29 23:30,1.72625,1.27625,3.97,0.3675,0.50225,8.125,,0.58,1.63,,0.4575,120.0,0.72875
2022-12-29 23:45,1.74875,1.24625,4.3,0.385,0.525,7.975,,0.6225,1.59,,0.46,122.0,0.77625
2022-12-30 00:00,1.74625,1.25,4.09,0.47125,0.4725,8.0,,0.6575,1.62,,0.4375,122.0,0.7425
2022-12-30 00:15,1.8375,1.16375,3.98,0.3825,0.50925,8.35,,0.65,1.59,,0.47,120.0,0.78375
2022-12-30 00:30,1.8175,1.2675,3.945,0.46875,0.49175,8.325,,0.625,1.59,,0.4975,120.0,0.72375
2022-12-30 00:45,2.26625,1.20875,4.03,0.41,0.48125,8.65,,0.5675,1.53,,0.485,122.0,0.67625
2022-12-30 01:00,1.8975,1.18125,3.935,0.38875,0.48825,8.25,,0.6275,1.63,,0.475,120.0,0.7725
2022-12-30 01:15,2.25375,1.21125,4.055,0.42375,0.48475,8.0,,0.6075,1.65,,0.4775,118.0,0.71
2022-12-30 01:30,1.7725,1.16375,4.055,0.43375,0.47075,7.825,,0.6025,1.54,,0.4725,120.0,0.7425
2022-12-30 01:45,1.755,1.2975,3.895,0.39,0.497,7.825,,0.6,1.61,,0.46,118.0,0.76
2022-12-30 02:00,1.675,1.1875,3.96,0.405,0.49875,7.975,,0.6125,1.58,,0.45,118.0,0.7475
2022-12-30 02:15,1.8125,1.135,4.055,0.3925,0.462,8.125,,0.6875,1.6,,0.4375,120.0,0.76125
2022-12-30 02:30,1.75375,1.11875,4.195,0.46625,0.45675,7.7,,0.64,1.61,,0.4675,118.0,0.76875
2022-12-30 02:45,1.825,1.11,4.04,0.43625,0.5005,8.075,,0.6075,1.55,,0.475,118.0,0.71375
2022-12-30 03:00,1.85,1.24375,3.99,0.42,0.50925,7.65,,0.6075,1.56,,0.4825,118.0,0.70375
2022-12-30 03:15,2.1975,1.13625,3.945,0.39625,0.483,8.2,,0.62,1.58,,0.5225,120.0,0.75375
2022-12-30 03:30,1.99875,1.16,3.97,0.3675,0.48825,7.875,,0.6725,1.53,,0.495,118.0,0.785
2022-12-30 03:45,1.88125,1.0675,4.025,0.40125,0.46025,8.05,,0.615,1.57,,0.4575,124.0,0.735
2022-12-30 04:00,1.65375,1.14375,4.065,0.4575,0.4725,7.525,,0.61,1.56,,0.42,120.0,0.715
2022-12-30 04:15,1.80125,1.14125,4.045,0.38125,0.50575,8.175,,0.625,1.56,,0.51,120.0,0.695
2022-12-30 04:30,1.77625,1.12875,3.945,0.485,0.504,7.675,,0.775,1.58,,0.6375,122.0,0.77
2022-12-30 04:45,1.82375,1.21125,4.005,0.40375,0.4725,7.9,,0.9475,1.56,,0.87,122.0,0.7675
2022-12-30 05:00,1.74625,1.17,4.075,0.4025,0.48125,7.775,,1.0325,1.59,,0.9925,124.0,0.71125
2022-12-30 05:15,1.90625,1.17875,3.995,0.40375,0.469,7.625,,1.135,1.61,,1.0975,132.0,0.75625
2022-12-30 05:30,2.34375,1.145,3.93,0.3575,0.46725,8.05,,1.255,1.56,,1.1675,132.0,0.70125
2022-12-30 05:45,1.90125,1.20625,3.89,0.42375,0.4935,7.6,,1.2875,1.55,,1.195,128.0,0.7275
2022-12-30 06:00,1.8625,1.205,3.965,0.4475,0.51275,7.375,,1.295,1.6,,1.185,130.0,0.7725
2022-12-30 06:15,1.92,1.15125,4.135,0.445,0.47775,7.7,,1.28,1.55,,1.215,128.0,0.75375
2022-12-30 06:30,1.7975,1.195,3.995,0.4075,0.4585,7.45,,1.3175,1.6,,1.1875,132.0,0.7325
2022-12-30 06:45,1.76375,1.07625,4.04,0.36625,0.4795,8.0,,1.3,1.56,,1.175,130.0,0.76
2022-12-30 07:00,1.8025,1.09875,3.975,0.47,0.49175,7.525,,1.3025,1.55,,1.1475,130.0,0.4675
2022-12-30 07:15,1.5825,1.07,4.035,0.37625,0.49,7.9,,1.3125,1.54,,1.1775,132.0,0.47875
2022-12-30 07:30,1.65375,1.27625,4.03,0.3675,0.483,7.95,,1.2225,1.55,,1.1725,122.0,0.43875
2022-12-30 07:45,1.1775,1.30375,3.89,0.49875,0.48125,7.75,,1.245,1.43,,1.175,118.0,0.51875
2022-12-30 08:00,1.37375,1.225,4.055,0.4275,0.46375,8.475,,1.2075,1.34,,1.195,118.0,0.48
2022-12-30 08:15,1.355,1.22375,3.98,0.41125,0.48825,7.825,,1.23,1.33,,1.18,118.0,0.55375
2022-12-30 08:30,1.505,1.2025,3.93,0.40875,0.48825,8.025,,1.265,1.38,,1.2025,118.0,0.72125
2022-12-30 08:45,1.4425,1.27375,3.97,0.38,0.4515,7.1,,1.245,1.36,,1.185,118.0,0.66375
2022-12-30 09:00,1.50125,1.1475,4.325,0.43625,0.4585,7.95,,1.2375,1.35,,1.1875,120.0,0.66125
2022-12-30 09:15,1.18125,1.18625,4.475,0.385,0.4725,7.025,,1.2375,1.4,,1.185,120.0,0.8125
2022-12-30 09:30,1.45875,1.26,4.605,0.465,0.48475,8.475,,1.2375,1.4,,1.235,122.0,0.95625
2022-12-30 09:45,1.52125,1.3025,4.8,0.42625,0.483,8.2,,1.26,1.35,,1.195,126.0,0.95125
2022-12-30 10:00,1.60625,1.3,4.445,0.40625,0.4725,8.475,,1.2175,1.4,,1.1875,124.0,0.8475
2022-12-30 10:15,1.34875,1.125,4.435,0.39375,0.441,8.7,,1.2225,1.35,,1.155,126.0,0.94375
2022-12-30 10:30,1.16375,1.42625,4.05,0.35125,0.469,8.65,,1.26,1.43,,1.1625,124.0,0.985
2022-12-30 10:45,1.375,1.3475,4.2,0.44875,0.51975,8.725,,1.315,1.41,,1.18,134.0,0.97625
2022-12-30 11:00,1.38,1.24125,4.265,0.4275,0.518,7.85,,1.2425,1.36,,1.22,130.0,0.9175
2022-12-30 11:15,1.4875,1.1675,3.935,0.40625,0.4725,7.4,,1.19,1.4,,1.16,130.0,0.88625
